timestamp_utc,request_id,conversation_id,message_id,topic,provider,model,endpoint,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,status_code,error_code,error_reason,time_taken_ms,billing_mode,user_id,application_id,region,streaming,retry_count,finish_reason
2026-09-10T00:00:41.434Z,req-948dd4a2-020d-52,conv-d51231b5-65a,msg-bbe528f9-ae20-52,knowledge_search,AWS Bedrock,llama-4-maverick,/v1/chat/completions,1338,0,255,1593,0.002122,200,,,1074,Pay as you go,usr-0145,app-sales-copilot,us-west-2,true,0,stop
2026-09-10T00:02:21.356Z,req-f9ad5363-a15b-5c,conv-4d02b404-ee5,msg-e9b7f67f-a5aa-51,translation,Azure OpenAI,gpt-4.1,/v1/chat/completions,168,0,264,432,0.002448,200,,,900,Pay as you go,usr-0015,app-sales-copilot,eu-west-1,true,0,stop
2026-09-10T00:02:42.175Z,req-bad3385b-62cf-5e,conv-71f63c43-a1a,msg-bc8936d5-0d19-52,document_summarization,Azure OpenAI,gpt-4.1,/v1/chat/completions,4424,0,169,4593,0.010200,200,,,851,Pay as you go,usr-0088,app-content-studio,ap-southeast-1,true,0,length
2026-09-10T00:04:29.201Z,req-907e876d-218c-5a,conv-0783b416-6b7,msg-908e94e0-f0dd-57,code_generation,OpenAI,gpt-5,/v1/chat/completions,718,0,136,854,0.005630,200,,,1045,Pay as you go,usr-0234,app-mobile-chat,us-west-2,true,0,stop
2026-09-10T00:07:24.191Z,req-2ab5bbdf-050e-58,conv-73084225-78d,msg-895b3e2f-0e07-55,sales_enablement,Anthropic,claude-haiku-3.5,/v1/chat/completions,1889,797,310,2199,0.002273,200,,,977,Pay as you go,usr-0177,app-doc-intelligence,us-east-1,true,0,stop
2026-09-10T00:09:04.090Z,req-60407aea-065c-55,conv-9fc7868c-6b1,msg-2c24301b-f665-50,data_analysis,OpenAI,gpt-5-mini,/v1/chat/completions,509,380,84,593,0.000336,200,,,428,Pay as you go,usr-0130,app-doc-intelligence,us-east-1,true,0,stop
2026-09-10T00:10:21.174Z,req-998817ce-0e5e-59,conv-71b80282-12e,msg-db19c775-e0eb-5b,customer_support,Azure OpenAI,gpt-4.1,/v1/chat/completions,5253,0,79,5332,0.011138,200,,,531,Pay as you go,usr-0197,app-sales-copilot,us-east-1,false,0,stop
2026-09-10T00:10:32.115Z,req-d947ea9d-8013-5d,conv-bda58254-9f9,msg-a2173eb4-a753-59,code_generation,Anthropic,claude-haiku-3.5,/v1/chat/completions,1082,534,159,1241,0.001181,200,,,527,Pay as you go,usr-0218,app-mobile-chat,eu-central-1,true,0,content_filter
2026-09-10T00:12:00.442Z,req-eff992df-7e44-58,conv-73ef4e78-197,msg-cdc989c4-c6e6-5b,content_creation,OpenAI,gpt-5-mini,/v1/chat/completions,1304,0,105,1409,0.001034,200,,,579,Pay as you go,usr-0074,app-support-copilot,eu-west-1,false,0,stop
2026-09-10T00:12:02.024Z,req-32655414-0352-5a,conv-0355e1cd-a8c,msg-636b85ff-47eb-5f,code_generation,OpenAI,gpt-5-mini,/v1/chat/completions,129,0,213,342,0.000589,200,,,772,Pay as you go,usr-0108,app-doc-intelligence,eu-central-1,true,0,stop
2026-09-10T00:12:15.558Z,req-a410a421-1b4c-52,conv-efa06ef0-635,msg-fd621e98-d10e-5d,knowledge_search,OpenAI,gpt-5-mini,/v1/chat/completions,201,0,146,347,0.000471,200,,,515,Pay as you go,usr-0160,app-mobile-chat,eu-west-1,false,0,stop
2026-09-10T00:14:05.597Z,req-a2a5944a-ef12-56,conv-951a6354-20b,msg-5732c1bc-46e2-5d,content_creation,OpenAI,gpt-5-mini,/v1/chat/completions,388,0,56,444,0.000367,200,,,285,Pay as you go,usr-0003,app-mobile-chat,eu-west-1,true,1,stop
2026-09-10T00:15:13.827Z,req-2c60fdb2-eb0c-55,conv-063bbf87-b1a,msg-bad362e2-5838-58,general_chat,Anthropic,claude-haiku-3.5,/v1/chat/completions,468,363,0,468,0.000157,500,gateway_internal_error,The gateway encountered an internal error.,647,Pay as you go,usr-0182,app-enterprise-search,eu-west-1,true,0,error
2026-09-10T00:15:25.229Z,req-e2f7ca19-e538-5d,conv-6b05612a-0b3,msg-8caca205-a48a-57,code_generation,Anthropic,claude-sonnet-4,/v1/chat/completions,1585,0,309,1894,0.009390,200,,,2077,Pay as you go,usr-0176,app-enterprise-search,eu-west-1,true,0,stop
2026-09-10T00:15:25.935Z,req-aa3c4290-e44b-50,conv-8e7a0fe6-432,msg-b6ee7bf2-31b9-57,translation,Azure OpenAI,gpt-4.1,/v1/chat/completions,678,0,58,736,0.001820,200,,,443,Pay as you go,usr-0120,app-analytics-hub,eu-west-1,false,0,stop
2026-09-10T00:16:55.243Z,req-7ddfb985-00f4-55,conv-25a8ddae-496,msg-b0fe6295-86e8-5b,customer_support,OpenAI,gpt-5-mini,/v1/chat/completions,561,0,140,701,0.000673,200,,,469,Pay as you go,usr-0035,app-doc-intelligence,eu-central-1,true,0,stop
2026-09-10T00:23:19.746Z,req-7c3ede0d-a56f-5e,conv-b61c19ac-dd4,msg-f02068ed-d088-5a,code_generation,AWS Bedrock,llama-4-maverick,/v1/chat/completions,785,0,191,976,0.001394,200,,,785,Pay as you go,usr-0024,app-analytics-hub,eu-west-1,true,0,stop
2026-09-10T00:23:41.831Z,req-f5a73384-326d-56,conv-ba602807-63b,msg-4a4605e9-1d32-51,code_generation,OpenAI,gpt-5,/v1/chat/completions,1138,695,453,1591,0.009879,200,,,2840,Pay as you go,usr-0011,app-sales-copilot,eu-west-1,true,0,stop
2026-09-10T00:24:15.231Z,req-d3933bae-0698-58,conv-6ca7ea8e-bca,msg-83f48753-242e-5a,data_analysis,Google,gemini-2.5-pro,/v1/chat/completions,203,48,210,413,0.002518,200,,,1308,Pay as you go,usr-0136,app-content-studio,us-east-1,true,0,stop
2026-09-10T00:24:26.918Z,req-53990b5c-7462-5d,conv-8602a757-7ba,msg-1b6ba59d-1382-55,knowledge_search,OpenAI,gpt-5,/v1/chat/completions,2127,0,70,2197,0.011685,200,,,747,Pay as you go,usr-0107,app-content-studio,eu-west-1,true,1,stop
2026-09-10T00:24:29.007Z,req-25a2f671-4d35-5f,conv-02cc423c-ee6,msg-039e862a-c893-58,content_creation,AWS Bedrock,llama-4-maverick,/v1/chat/completions,322,0,150,472,0.000830,200,,,676,Pay as you go,usr-0027,app-content-studio,us-east-1,false,0,stop
2026-09-10T00:25:15.669Z,req-003ea667-f0f7-51,conv-7cd001c7-ea6,msg-a35932d1-1331-5f,data_analysis,AWS Bedrock,llama-4-maverick,/v1/chat/completions,302,0,0,302,0.000272,502,upstream_error,The upstream model provider returned an error.,12643,Pay as you go,usr-0182,app-analytics-hub,us-west-2,true,0,error
2026-09-10T00:25:17.548Z,req-78ccb1a0-0ba7-53,conv-6ca7ea8e-bca,msg-19553654-c79f-5a,customer_support,Google,gemini-2.5-pro,/v1/chat/completions,258,44,130,388,0.001863,200,,,465,Pay as you go,usr-0240,app-support-copilot,eu-central-1,true,0,stop
2026-09-10T00:26:42.804Z,req-7ac8820e-fc97-5c,conv-27be4678-88c,msg-24609d7a-4553-55,general_chat,OpenAI,gpt-5,/v1/chat/completions,2383,0,383,2766,0.017660,200,,,1768,Pay as you go,usr-0114,app-support-copilot,us-east-1,true,0,stop
2026-09-10T00:27:16.266Z,req-51872600-88fe-57,conv-9469c3d9-c09,msg-cf6c87b4-e1c0-50,knowledge_search,Anthropic,claude-sonnet-4,/v1/chat/completions,1535,164,133,1668,0.006231,200,,,642,Pay as you go,usr-0222,app-support-copilot,us-east-1,false,0,stop
2026-09-10T00:28:41.421Z,req-8a5de1c9-b3c8-55,conv-38bc334e-8f8,msg-cd577617-2960-57,code_generation,Anthropic,claude-sonnet-4,/v1/chat/completions,944,491,154,1098,0.004037,200,,,1108,Pay as you go,usr-0004,app-mobile-chat,eu-west-1,true,0,stop
2026-09-10T00:30:09.999Z,req-b6275ec8-a426-59,conv-fa3941f2-a63,msg-69bd5ff3-47a5-5b,knowledge_search,Google,gemini-2.5-flash,/v1/chat/completions,865,165,77,942,0.000315,200,,,248,Pay as you go,usr-0069,app-dev-assistant,ap-southeast-1,true,0,stop
2026-09-10T00:31:02.759Z,req-42afe6f1-3e84-5a,conv-d66eeff1-af4,msg-c8bc2f1e-f65a-5e,data_analysis,OpenAI,gpt-5-mini,/v1/chat/completions,227,147,0,227,0.000057,429,rate_limit_exceeded,Request exceeded the configured rate limit.,1173,Provisioned Throughput,usr-0236,app-enterprise-search,us-east-1,false,0,error
2026-09-10T00:35:15.838Z,req-b4aaf576-4bf6-5d,conv-b51848af-370,msg-0d40b0b6-27e5-57,customer_support,OpenAI,gpt-5-mini,/v1/chat/completions,1057,0,332,1389,0.001173,200,,,940,Provisioned Throughput,usr-0005,app-mobile-chat,eu-west-1,true,0,stop
2026-09-10T00:35:34.293Z,req-f699d8a0-3816-5f,conv-b970d280-4a9,msg-2a04feec-86fc-5e,customer_support,Anthropic,claude-haiku-3.5,/v1/chat/completions,295,0,164,459,0.000892,200,,,636,Pay as you go,usr-0191,app-dev-assistant,us-east-1,true,0,tool_call
2026-09-10T00:37:04.831Z,req-8161fdce-9ce4-53,conv-a353bdbe-509,msg-f4dd24ef-d09b-54,knowledge_search,OpenAI,gpt-5,/v1/chat/completions,555,0,519,1074,0.010560,200,,,1699,Pay as you go,usr-0048,app-enterprise-search,eu-west-1,false,0,length
2026-09-10T00:37:16.590Z,req-36f147f9-5989-54,conv-dc1ee12e-896,msg-e9745049-418e-55,document_summarization,Anthropic,claude-haiku-3.5,/v1/chat/completions,563,0,235,798,0.001390,200,,,638,Pay as you go,usr-0146,app-doc-intelligence,eu-central-1,true,0,stop
2026-09-10T00:37:37.315Z,req-5107d71a-74c9-54,conv-14ef0923-91a,msg-d9c3c2bb-db6f-51,general_chat,OpenAI,gpt-5-mini,/v1/chat/completions,2534,0,158,2692,0.001900,200,,,538,Pay as you go,usr-0183,app-dev-assistant,us-west-2,true,0,tool_call
2026-09-10T00:37:44.217Z,req-a2303ea5-d7c6-50,conv-714f086b-dcd,msg-2f74b4a0-0f78-5f,general_chat,Google,gemini-2.5-pro,/v1/chat/completions,711,0,798,1509,0.009758,200,,,2431,Pay as you go,usr-0181,app-sales-copilot,eu-west-1,true,0,stop
2026-09-10T00:40:11.646Z,req-df622216-41f5-58,conv-160a3ca5-413,msg-10e6b93c-d753-51,customer_support,Google,gemini-2.5-pro,/v1/chat/completions,533,0,64,597,0.001972,200,,,470,Pay as you go,usr-0228,app-doc-intelligence,ap-southeast-1,true,0,stop
2026-09-10T00:41:34.303Z,req-721d3a2b-a5aa-5e,conv-fa3941f2-a63,msg-856006ca-ce6c-5a,meeting_assistant,OpenAI,gpt-5-mini,/v1/chat/completions,863,0,140,1003,0.000854,200,,,645,Pay as you go,usr-0207,app-mobile-chat,eu-west-1,false,0,stop
2026-09-10T00:44:28.955Z,req-8014b0fb-9817-51,conv-f2ca11bc-45c,msg-009f6083-ee19-51,sales_enablement,OpenAI,gpt-5,/v1/chat/completions,3946,0,155,4101,0.018085,200,,,1224,Provisioned Throughput,usr-0105,app-doc-intelligence,eu-central-1,true,0,stop
2026-09-10T00:44:55.471Z,req-f9e61f38-88a7-52,conv-98a8f9a9-b2f,msg-dedf13ce-fd79-50,translation,Azure OpenAI,gpt-4.1,/v1/chat/completions,2160,0,107,2267,0.004244,200,,,773,Provisioned Throughput,usr-0092,app-doc-intelligence,eu-central-1,false,0,stop
2026-09-10T00:47:23.220Z,req-73474c63-ab7f-54,conv-edd7f6a5-7f8,msg-8419e87c-3966-58,customer_support,OpenAI,gpt-5,/v1/chat/completions,525,0,209,734,0.005760,200,,,756,Pay as you go,usr-0200,app-dev-assistant,eu-west-1,false,0,stop
2026-09-10T00:52:45.751Z,req-70433b34-110a-58,conv-e82295a9-894,msg-c9f4565a-db96-56,code_generation,OpenAI,gpt-5-mini,/v1/chat/completions,128,13,271,399,0.000721,200,,,531,Pay as you go,usr-0036,app-enterprise-search,eu-central-1,true,0,stop
2026-09-10T00:53:11.781Z,req-1c74e3f5-c4ff-5e,conv-08e6b909-aba,msg-c63ce021-654f-5d,content_creation,Google,gemini-2.5-pro,/v1/chat/completions,466,76,229,695,0.003312,200,,,851,Pay as you go,usr-0082,app-mobile-chat,eu-west-1,false,0,stop
2026-09-10T00:53:59.328Z,req-c22d2883-e73a-5f,conv-ed675e82-af0,msg-4fc9340e-0502-5d,code_generation,Azure OpenAI,gpt-4.1,/v1/chat/completions,596,0,238,834,0.002539,200,,,775,Provisioned Throughput,usr-0223,app-support-copilot,us-east-1,true,0,stop
2026-09-10T00:54:27.501Z,req-dbccfc49-1166-52,conv-7d0838ec-544,msg-276f7720-f7a5-5e,code_generation,Google,gemini-2.5-pro,/v1/chat/completions,1308,0,445,1753,0.007720,200,,,1602,Pay as you go,usr-0059,app-sales-copilot,eu-central-1,true,0,stop
2026-09-10T00:54:32.591Z,req-12d2a7d2-d0d8-5a,conv-5e770720-172,msg-a761cd83-f6b0-5f,code_generation,Anthropic,claude-sonnet-4,/v1/chat/completions,1139,0,170,1309,0.005967,200,,,1291,Pay as you go,usr-0056,app-analytics-hub,eu-west-1,true,0,stop
2026-09-10T00:55:49.960Z,req-e10961e5-7b8d-5b,conv-76df0f20-b8d,msg-31f59918-4c44-57,data_analysis,OpenAI,gpt-5,/v1/chat/completions,1975,0,131,2106,0.011840,200,,,1067,Pay as you go,usr-0232,app-enterprise-search,eu-west-1,false,0,stop
2026-09-10T00:56:04.995Z,req-d4918805-ec15-5b,conv-6ba377eb-afb,msg-80dd94d4-a87e-5d,general_chat,Anthropic,claude-sonnet-4,/v1/chat/completions,957,120,209,1166,0.005736,200,,,1459,Pay as you go,usr-0160,app-enterprise-search,eu-west-1,true,0,tool_call
2026-09-10T00:57:09.208Z,req-39a0f361-a3aa-5e,conv-7b06de13-714,msg-d19eb77d-b6d2-52,translation,Anthropic,claude-haiku-3.5,/v1/chat/completions,1691,0,95,1786,0.001421,200,,,306,Provisioned Throughput,usr-0152,app-content-studio,eu-central-1,true,0,stop
2026-09-10T01:00:03.997Z,req-7fe807ad-3494-5e,conv-3e8c03bc-afe,msg-56e03d20-67a0-55,general_chat,OpenAI,gpt-5-mini,/v1/chat/completions,960,372,232,1192,0.000965,200,,,857,Pay as you go,usr-0045,app-support-copilot,eu-west-1,false,0,stop
2026-09-10T01:00:08.205Z,req-b82762fe-7606-54,conv-f2ca11bc-45c,msg-4b617171-d76d-52,data_analysis,Google,gemini-2.5-flash,/v1/chat/completions,403,200,637,1040,0.000840,200,,,1288,Pay as you go,usr-0115,app-support-copilot,ap-southeast-1,true,0,stop
2026-09-10T01:00:23.179Z,req-d5ac7aeb-c6a3-56,conv-8602a757-7ba,msg-2adca2e1-11c8-5f,general_chat,OpenAI,gpt-5-mini,/v1/chat/completions,258,0,195,453,0.000623,200,,,580,Pay as you go,usr-0103,app-content-studio,us-east-1,true,0,tool_call
2026-09-10T01:02:04.592Z,req-55be94e0-4265-5c,conv-f610bcf9-247,msg-2eb5377c-200e-56,knowledge_search,Google,gemini-2.5-pro,/v1/chat/completions,3230,0,95,3325,0.007400,200,,,677,Provisioned Throughput,usr-0232,app-mobile-chat,us-east-1,false,0,stop
2026-09-10T01:04:09.483Z,req-390bbbc9-6e6d-5d,conv-b0231309-4d0,msg-385bf975-3bfa-55,customer_support,Anthropic,claude-haiku-3.5,/v1/chat/completions,1159,0,86,1245,0.001271,200,,,304,Pay as you go,usr-0212,app-content-studio,us-west-2,true,0,stop
2026-09-10T01:04:48.814Z,req-8f347b73-0f36-53,conv-d41cbcd0-754,msg-14384548-787e-51,data_analysis,Anthropic,claude-sonnet-4,/v1/chat/completions,572,211,374,946,0.005618,200,,,1214,Provisioned Throughput,usr-0212,app-sales-copilot,eu-west-1,true,0,stop
2026-09-10T01:05:19.413Z,req-4347d00b-22e0-5e,conv-28ffef6d-1b3,msg-a4cb4eb3-4a75-51,translation,Anthropic,claude-sonnet-4,/v1/chat/completions,353,0,92,445,0.002000,200,,,410,Provisioned Throughput,usr-0011,app-sales-copilot,us-east-1,true,1,stop
2026-09-10T01:06:24.221Z,req-078298bf-33df-51,conv-a28af537-fba,msg-db6214bd-910c-5d,document_summarization,Google,gemini-2.5-flash,/v1/chat/completions,943,0,269,1212,0.000606,200,,,499,Pay as you go,usr-0118,app-analytics-hub,us-east-1,true,0,stop
2026-09-10T01:06:58.169Z,req-a95a8b46-4eec-58,conv-27710982-c63,msg-bd781255-d1f9-53,sales_enablement,Anthropic,claude-sonnet-4,/v1/chat/completions,350,0,0,350,0.000861,503,model_unavailable,The selected model was temporarily unavailable.,11467,Provisioned Throughput,usr-0094,app-analytics-hub,us-west-2,true,2,error
2026-09-10T01:07:03.056Z,req-2bd30959-deb7-59,conv-129098fc-b5c,msg-274619c4-bde1-51,translation,Google,gemini-2.5-pro,/v1/chat/completions,1485,0,841,2326,0.012122,200,,,2253,Pay as you go,usr-0224,app-enterprise-search,us-east-1,true,0,stop
2026-09-10T01:07:14.576Z,req-b428b239-f3b9-51,conv-14ef0923-91a,msg-f278e506-6fde-52,customer_support,Anthropic,claude-sonnet-4,/v1/chat/completions,515,72,482,997,0.007063,200,,,2103,Provisioned Throughput,usr-0188,app-analytics-hub,eu-central-1,true,0,stop
2026-09-10T01:08:28.749Z,req-028a3bcd-84b9-5e,conv-a539cfde-312,msg-0e44d253-1c4f-52,customer_support,Azure OpenAI,gpt-4.1,/v1/chat/completions,184,112,258,442,0.001856,200,,,1468,Provisioned Throughput,usr-0136,app-support-copilot,eu-central-1,true,0,stop
2026-09-10T01:10:10.472Z,req-ac8c6db2-ccd3-50,conv-f96c402d-303,msg-af5f9c9b-9bb5-5b,knowledge_search,OpenAI,gpt-5-mini,/v1/chat/completions,2149,0,84,2233,0.001491,200,,,334,Pay as you go,usr-0074,app-analytics-hub,us-west-2,true,1,stop
2026-09-10T01:12:17.032Z,req-59c4142b-6e51-5c,conv-9fc7868c-6b1,msg-8beca77a-c80d-53,sales_enablement,Google,gemini-2.5-flash,/v1/chat/completions,219,0,339,558,0.000387,200,,,766,Provisioned Throughput,usr-0109,app-sales-copilot,us-east-1,true,0,stop
2026-09-10T01:12:41.622Z,req-4ec00087-33bc-54,conv-8e7a0fe6-432,msg-77a5797e-5235-59,customer_support,Anthropic,claude-sonnet-4,/v1/chat/completions,582,441,399,981,0.005526,200,,,1494,Provisioned Throughput,usr-0184,app-content-studio,eu-west-1,true,0,stop
2026-09-10T01:14:46.765Z,req-a85ab2d5-bb58-52,conv-a93a7a9e-8e1,msg-28b1f55d-a797-55,customer_support,Anthropic,claude-haiku-3.5,/v1/chat/completions,800,0,195,995,0.001420,200,,,396,Pay as you go,usr-0034,app-dev-assistant,us-east-1,true,0,stop
2026-09-10T01:15:23.410Z,req-68d02155-c182-5f,conv-e6d4437b-41c,msg-5b7661ec-53a6-5e,content_creation,OpenAI,gpt-5,/v1/chat/completions,958,0,0,958,0.004790,429,rate_limit_exceeded,Request exceeded the configured rate limit.,1303,Pay as you go,usr-0172,app-sales-copilot,us-east-1,true,0,error
2026-09-10T01:18:02.044Z,req-9688b694-1104-59,conv-bda58254-9f9,msg-546c5474-220c-56,sales_enablement,OpenAI,gpt-5-mini,/v1/chat/completions,1706,642,826,2532,0.002717,200,,,3037,Pay as you go,usr-0108,app-content-studio,ap-southeast-1,true,0,stop
2026-09-10T01:19:01.713Z,req-cd09504a-d862-56,conv-92932fc4-455,msg-fef15281-605e-57,code_generation,Google,gemini-2.5-pro,/v1/chat/completions,799,0,495,1294,0.005697,200,,,1847,Provisioned Throughput,usr-0069,app-doc-intelligence,eu-central-1,true,0,length
2026-09-10T01:19:03.340Z,req-7d196282-76b4-5f,conv-495cb784-6d4,msg-3375b951-7f6d-58,security_review,Azure OpenAI,gpt-4.1,/v1/chat/completions,469,0,313,782,0.003442,200,,,898,Pay as you go,usr-0180,app-mobile-chat,eu-west-1,false,0,stop
2026-09-10T01:20:21.847Z,req-69f36764-0371-56,conv-0f47ca97-5d5,msg-2b4da2af-6882-5b,content_creation,OpenAI,gpt-5-mini,/v1/chat/completions,464,0,220,684,0.000661,200,,,559,Provisioned Throughput,usr-0210,app-analytics-hub,ap-southeast-1,true,0,stop
2026-09-10T01:21:09.903Z,req-425a5682-156f-5a,conv-c0e992de-556,msg-f586daf7-2586-50,data_analysis,OpenAI,gpt-5-mini,/v1/chat/completions,563,0,222,785,0.000714,200,,,631,Provisioned Throughput,usr-0131,app-support-copilot,eu-west-1,false,0,stop
2026-09-10T01:22:26.900Z,req-fbdabfe5-8b77-50,conv-71b80282-12e,msg-9a5f33f6-447d-55,content_creation,Google,gemini-2.5-pro,/v1/chat/completions,542,424,200,742,0.002560,200,,,1122,Pay as you go,usr-0159,app-dev-assistant,eu-central-1,true,0,stop
2026-09-10T01:23:45.993Z,req-690a0ec2-9f63-5b,conv-294a3f3b-f62,msg-dba73543-5dab-57,document_summarization,OpenAI,gpt-5,/v1/chat/completions,1847,0,439,2286,0.012972,200,,,2263,Provisioned Throughput,usr-0055,app-analytics-hub,us-east-1,false,0,stop
