timestamp_utc,request_id,conversation_id,message_id,topic,provider,model,endpoint,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,status_code,error_code,error_reason,time_taken_ms,billing_mode,user_id,application_id,region,streaming,retry_count,finish_reason
2026-09-06T00:00:54.968Z,req-9eee7c35-5650-5a,conv-c380594e-c7b,msg-45c89375-6407-52,data_analysis,OpenAI,gpt-5,/v1/chat/completions,262,0,160,422,0.003710,200,,,1119,Pay as you go,usr-0130,app-mobile-chat,us-east-1,true,0,tool_call
2026-09-06T00:02:04.788Z,req-a45fb95a-25d2-5c,conv-508d8fcb-8f9,msg-38db9525-8a66-58,content_creation,Anthropic,claude-sonnet-4,/v1/chat/completions,2346,0,875,3221,0.016534,200,,,4771,Provisioned Throughput,usr-0005,app-doc-intelligence,eu-west-1,true,0,stop
2026-09-06T00:05:37.906Z,req-57e38a7e-aa8a-5e,conv-2de6587b-375,msg-ad83a9b1-dad6-50,knowledge_search,OpenAI,gpt-5,/v1/chat/completions,2819,0,200,3019,0.017095,200,,,1190,Pay as you go,usr-0230,app-content-studio,eu-west-1,false,0,stop
2026-09-06T00:06:30.916Z,req-7b0f1f30-a191-56,conv-ce981dec-061,msg-84992467-fa73-52,code_generation,Google,gemini-2.5-flash,/v1/chat/completions,1981,0,171,2152,0.000799,200,,,387,Pay as you go,usr-0207,app-support-copilot,eu-west-1,false,0,stop
2026-09-06T00:06:34.620Z,req-6558e146-dd96-57,conv-8b87a5da-907,msg-5d8d7976-a781-5b,customer_support,OpenAI,gpt-5-mini,/v1/chat/completions,2113,0,413,2526,0.001852,200,,,1404,Provisioned Throughput,usr-0199,app-sales-copilot,us-west-2,true,0,content_filter
2026-09-06T00:06:45.429Z,req-1b538e72-60f3-51,conv-1f29e4ab-15b,msg-66807431-ff71-52,knowledge_search,Anthropic,claude-haiku-3.5,/v1/chat/completions,445,0,116,561,0.000672,200,,,344,Provisioned Throughput,usr-0184,app-support-copilot,eu-west-1,false,0,stop
2026-09-06T00:08:30.513Z,req-20b91649-8954-58,conv-714f086b-dcd,msg-f5f719fd-b445-5b,code_generation,Google,gemini-2.5-flash,/v1/chat/completions,2341,0,216,2557,0.000788,200,,,715,Provisioned Throughput,usr-0194,app-content-studio,eu-central-1,true,0,length
2026-09-06T00:09:45.227Z,req-8eda79ea-73a4-50,conv-fbf43c0d-c10,msg-5754cda5-36cb-57,sales_enablement,Google,gemini-2.5-flash,/v1/chat/completions,1031,405,429,1460,0.000733,200,,,631,Pay as you go,usr-0155,app-analytics-hub,eu-central-1,true,0,stop
2026-09-06T00:12:42.891Z,req-df003847-d201-5d,conv-f0a2bad8-5ac,msg-0e2f8d80-36d1-54,document_summarization,AWS Bedrock,llama-4-maverick,/v1/chat/completions,1240,490,305,1545,0.001544,200,,,1383,Provisioned Throughput,usr-0029,app-dev-assistant,ap-southeast-1,true,0,stop
2026-09-06T00:15:59.972Z,req-fe3ce8a8-8607-56,conv-9fc0cfb4-dba,msg-ea03446b-8d28-52,code_generation,Anthropic,claude-sonnet-4,/v1/chat/completions,139,0,739,878,0.011502,200,,,3486,Pay as you go,usr-0223,app-mobile-chat,ap-southeast-1,true,0,stop
2026-09-06T00:16:48.372Z,req-45e7c207-6943-52,conv-ecf8c954-d18,msg-8b01994f-45ed-56,knowledge_search,OpenAI,gpt-5,/v1/chat/completions,1366,840,217,1583,0.006935,200,,,1472,Pay as you go,usr-0061,app-mobile-chat,eu-west-1,false,0,stop
2026-09-06T00:17:18.371Z,req-ac049435-1bf6-57,conv-710c5502-10b,msg-dc762f6c-0575-55,knowledge_search,Anthropic,claude-haiku-3.5,/v1/chat/completions,330,0,75,405,0.000564,200,,,383,Pay as you go,usr-0013,app-doc-intelligence,eu-west-1,false,0,stop
