timestamp_utc,request_id,conversation_id,message_id,topic,provider,model,endpoint,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,status_code,error_code,error_reason,time_taken_ms,billing_mode,user_id,application_id,region,streaming,retry_count,finish_reason
2026-09-01T00:00:19.385Z,req-284bc7ad-c6eb-55,conv-8e8b3cf2-037,msg-c027b5a2-8ddc-50,content_creation,OpenAI,gpt-5-mini,/v1/chat/completions,480,104,361,841,0.001108,200,,,1280,Pay as you go,usr-0123,app-sales-copilot,eu-west-1,false,0,stop
2026-09-01T00:01:17.770Z,req-c768ae99-2310-58,conv-679a4a62-c4b,msg-7c2e6076-ec26-56,content_creation,Google,gemini-2.5-pro,/v1/chat/completions,243,0,0,243,0.000498,503,model_unavailable,The selected model was temporarily unavailable.,2215,Provisioned Throughput,usr-0208,app-mobile-chat,eu-west-1,true,0,error
2026-09-01T00:04:12.552Z,req-8defdbdf-4104-52,conv-82c44b0d-3a2,msg-45df5724-ed0d-52,knowledge_search,OpenAI,gpt-5,/v1/chat/completions,842,647,196,1038,0.004724,200,,,820,Pay as you go,usr-0211,app-enterprise-search,us-east-1,true,0,stop
2026-09-01T00:04:52.446Z,req-eaa0b6cd-5999-56,conv-b62240db-ee0,msg-8ea9829c-8def-55,general_chat,OpenAI,gpt-5-mini,/v1/chat/completions,2044,0,565,2609,0.002582,200,,,1895,Pay as you go,usr-0024,app-analytics-hub,eu-west-1,true,0,stop
2026-09-01T00:05:55.603Z,req-e2e3066c-7dd7-54,conv-132ff17c-372,msg-e3d7c646-af8d-55,translation,OpenAI,gpt-5-mini,/v1/chat/completions,1655,0,119,1774,0.001279,200,,,592,Pay as you go,usr-0147,app-mobile-chat,eu-west-1,true,0,length
2026-09-01T00:06:07.657Z,req-96d98355-f5fe-56,conv-fbffab6e-2ab,msg-9f602998-9077-58,general_chat,Anthropic,claude-haiku-3.5,/v1/chat/completions,632,0,732,1364,0.003434,200,,,1238,Pay as you go,usr-0120,app-mobile-chat,ap-southeast-1,true,1,stop
2026-09-01T00:09:15.122Z,req-61387019-acde-5c,conv-77430b51-69b,msg-58ea76c1-03e8-5c,code_generation,Google,gemini-2.5-pro,/v1/chat/completions,547,0,886,1433,0.010228,200,,,2397,Pay as you go,usr-0240,app-enterprise-search,eu-central-1,true,0,stop
2026-09-01T00:10:16.677Z,req-192194be-d866-5b,conv-a994ba66-20c,msg-157f6b09-7a48-53,data_analysis,Google,gemini-2.5-flash,/v1/chat/completions,7014,0,263,7277,0.002420,200,,,674,Pay as you go,usr-0218,app-support-copilot,us-east-1,false,0,tool_call
2026-09-01T00:15:14.127Z,req-d3e99f19-17a2-5c,conv-7129f991-893,msg-cf507b42-5a56-5d,data_analysis,Google,gemini-2.5-flash,/v1/chat/completions,1671,0,302,1973,0.000708,200,,,921,Provisioned Throughput,usr-0070,app-analytics-hub,us-east-1,true,0,stop
2026-09-01T00:16:25.262Z,req-81b16864-6cc7-55,conv-a3997046-9ad,msg-65969828-4307-5c,sales_enablement,Google,gemini-2.5-flash,/v1/chat/completions,1816,0,349,2165,0.000790,200,,,1104,Provisioned Throughput,usr-0122,app-sales-copilot,eu-central-1,true,0,stop
2026-09-01T00:17:19.387Z,req-4d59759c-dd9d-52,conv-633486cc-882,msg-48e9ff27-e171-5f,sales_enablement,OpenAI,gpt-5-mini,/v1/chat/completions,1183,490,166,1349,0.000728,200,,,740,Provisioned Throughput,usr-0202,app-enterprise-search,eu-west-1,false,0,stop
2026-09-01T00:18:10.617Z,req-76e0775d-85b4-51,conv-98ea4bac-853,msg-fd0ced78-af44-56,meeting_assistant,Anthropic,claude-sonnet-4,/v1/chat/completions,536,0,94,630,0.003018,200,,,565,Pay as you go,usr-0140,app-support-copilot,us-west-2,true,1,stop
2026-09-01T00:18:22.491Z,req-4a16e9e6-3ab3-52,conv-0cb8c226-912,msg-4104f042-321a-57,document_summarization,Azure OpenAI,gpt-4.1,/v1/chat/completions,201,152,282,483,0.002430,200,,,1482,Pay as you go,usr-0176,app-dev-assistant,us-west-2,true,0,stop
2026-09-01T00:26:40.216Z,req-8a846c22-6407-51,conv-c63b2258-a50,msg-dcac9113-945a-55,general_chat,OpenAI,gpt-5,/v1/chat/completions,2300,0,370,2670,0.013981,200,,,2230,Provisioned Throughput,usr-0156,app-content-studio,us-east-1,false,0,stop
2026-09-01T00:28:38.573Z,req-5ed8ee3b-d98d-59,conv-9d01e8af-33c,msg-19f41c0c-48dd-5d,customer_support,OpenAI,gpt-5-mini,/v1/chat/completions,1187,0,336,1523,0.001519,200,,,936,Pay as you go,usr-0033,app-support-copilot,eu-central-1,true,0,stop
2026-09-01T00:31:55.574Z,req-555f7e92-d5fc-59,conv-cdf129ff-3d9,msg-cd2ddb8b-06bf-57,general_chat,Anthropic,claude-sonnet-4,/v1/chat/completions,514,0,192,706,0.004422,200,,,1186,Pay as you go,usr-0227,app-doc-intelligence,us-east-1,false,0,stop
2026-09-01T00:32:40.393Z,req-e98e56b6-a262-54,conv-f65e62a8-8d1,msg-3e276df2-e3c1-5b,meeting_assistant,OpenAI,gpt-5-mini,/v1/chat/completions,565,323,495,1060,0.001382,200,,,1060,Pay as you go,usr-0167,app-sales-copilot,eu-west-1,true,1,stop
2026-09-01T00:33:26.555Z,req-24905289-425e-5d,conv-7129f991-893,msg-05266576-2b3b-5d,translation,OpenAI,gpt-5-mini,/v1/chat/completions,919,542,252,1171,0.000912,200,,,529,Pay as you go,usr-0185,app-sales-copilot,eu-west-1,true,0,length
2026-09-01T00:33:47.541Z,req-02bf3337-8929-5e,conv-51a706a0-419,msg-96a5792b-e3f6-56,content_creation,OpenAI,gpt-5-mini,/v1/chat/completions,636,0,383,1019,0.001067,200,,,1191,Provisioned Throughput,usr-0176,app-sales-copilot,eu-central-1,true,0,stop
